_id,count,pinyin_list,defn_list
阔,2,"[""kuò"",""kuò""]","[""/variant of 闊|阔[kuo4]/"",""/rich/wide/broad/""]"
划,2,"[""huá"",""huá""]","[""/to row/to paddle/profitable/worth (the effort)/it pays (to do sth)/"",""/to cut/to slash/to scratch (cut into the surface of sth)/to strike (a match)/to delimit/to transfer/to assign/to plan/to draw (a line)/stroke of a Chinese character/""]"
红霉素,2,"[""hóng méi sù"",""hóng méi sù""]","[""/erythromycin/"",""/erythromycin/""]"
韵致,2,"[""yùn zhì"",""yùn zhì""]","[""/grace/natural charm/"",""/grace/natural charm/""]"
法制,2,"[""fǎ zhì"",""fǎ zhì""]","[""/legal system and institutions/"",""/made in France/""]"
剑,2,"[""jiàn"",""jiàn""]","[""/double-edged sword/CL:口[kou3],把[ba3]/classifier for blows of a sword/"",""/variant of 劍|剑[jian4]/""]"
涧,2,"[""jiàn"",""jiàn""]","[""/variant of 澗|涧[jian4]/"",""/mountain stream/""]"
棰,2,"[""chúi"",""chúi""]","[""/to flog/whip/"",""/variant of 棰[chui2]/""]"
新闻周刊,2,"[""xīn wén zhōu kān"",""xīn wén zhōu kān""]","[""/Newsweek magazine/"",""/Newsweek magazine/also written 新聞周刊|新闻周刊/""]"
纠,2,"[""jīu"",""jīu""]","[""/old variant of 糾|纠[jiu1]/"",""/to gather together/to investigate/to entangle/to correct/""]"
卒,2,"[""zú"",""zú""]","[""/variant of 卒[zu2]/"",""/variant of 猝[cu4]/soldier/servant/to finish/to die/finally/at last/pawn in Chinese chess/""]"
卷帘门,2,"[""juàn lián mén"",""juàn lián mén""]","[""/roll-up door/"",""/roll-up door/""]"
诬蔑,2,"[""wú miè"",""wú miè""]","[""/variant of 誣衊|诬蔑[wu1 mie4]/"",""/to slander/to smear/to vilify/""]"
寓,2,"[""yù"",""yù""]","[""/to reside/to imply/to contain/residence/"",""/variant of 寓[yu4]/""]"
涌,2,"[""yǒng"",""yǒng""]","[""/(used in place names)/variant of 湧|涌[yong3]/"",""/to bubble up/to rush forth/""]"
规,2,"[""gūi"",""gūi""]","[""/variant of 規|规[gui1]/"",""/compass/a rule/regulation/to admonish/to plan/to scheme/""]"
讹,2,"[""é"",""é""]","[""/error/false/to extort/"",""/variant of 訛|讹[e2]/""]"
旗,2,"[""qí"",""qí""]","[""/flag/variant of 旗[qi2]/"",""/banner/flag/(in Qing times) Manchu (cf. 八旗[Ba1 qi2])/administrative subdivision in inner Mongolia equivalent to 縣|县[xian4] county/CL:面[mian4]/""]"
腌货,2,"[""yān huò"",""yān huò""]","[""/pickles/"",""/pickles/""]"
众所周知,2,"[""zhòng suǒ zhōu zhī"",""zhòng suǒ zhōu zhī""]","[""/as everyone knows (idiom)/"",""/see 眾所周知|众所周知[zhong4 suo3 zhou1 zhi1]/""]"
纸,2,"[""zhǐ"",""zhǐ""]","[""/variant of 紙|纸[zhi3]/"",""/paper/CL:張|张[zhang1],沓[da2]/classifier for documents, letter etc/""]"
了然,2,"[""le rán"",""le rán""]","[""/to understand clearly/evident/"",""/to understand clearly/evident/""]"
当当,2,"[""dāng dāng"",""dāng dāng""]","[""/(onom.) ding dong/"",""/Dangdang (online retailer)/to pawn/""]"
秕,2,"[""bǐ"",""bǐ""]","[""/grain not fully grown/husks/withered grain/unripe grain/"",""/variant of 秕[bi3]/""]"
飒,2,"[""sà"",""sà""]","[""/variant of 颯|飒[sa4]/"",""/sound of wind/valiant/melancholy/""]"
杆子,2,"[""gān zǐ"",""gān zǐ""]","[""/pole/"",""/pole/stick/club/gang of bandits/""]"
表带,2,"[""biǎo dài"",""biǎo dài""]","[""/watchband/watch strap/"",""/watchband/watch strap/""]"
凡,2,"[""fán"",""fán""]","[""/ordinary/commonplace/mundane/temporal/of the material world (as opposed to supernatural or immortal levels)/every/all/whatever/altogether/gist/outline/note of Chinese musical scale/"",""/variant of 凡[fan2]/""]"
咬,2,"[""yǎo"",""yǎo""]","[""/to bite/to nip/"",""/variant of 咬[yao3]/""]"
开诚布公,2,"[""kāi chéng bù gōng"",""kāi chéng bù gōng""]","[""/variant of 開誠布公|开诚布公[kai1 cheng2 bu4 gong1]/"",""/lit. deal sincerely and fairly (idiom); frank and open-minded/plain speaking/Let's talk frankly and openly between ourselves./to put one's cards on the table/""]"
炮,2,"[""pào"",""pào""]","[""/to sauté/to fry/to dry by heating/to prepare herbal medicine by roasting or parching (in a pan)/cannon/CL:座[zuo4]/firecracker/"",""/variant of 炮[pao4]/""]"
撰,2,"[""zhuàn"",""zhuàn""]","[""/to compose/to compile/"",""/variant of 撰[zhuan4]/""]"
毡,2,"[""zhān"",""zhān""]","[""/felt (fabric)/"",""/variant of 氈|毡[zhan1]/""]"
才,2,"[""cái"",""cái""]","[""/ability/talent/sb of a certain type/a capable individual/then and only then/just now/(before an expression of quantity) only/"",""/a moment ago/just now/(indicating sth happening later than expected)/(after a condition or reason) then and only then/(before an expression of quantity) only/""]"
察,2,"[""chá"",""chá""]","[""/short name for Chahar Province 察哈爾|察哈尔[Cha2 ha1 er3]/to examine/to inquire/to observe/to inspect/to look into/obvious/clearly evident/"",""/variant of 察[cha2]/""]"
漱,2,"[""shù"",""shù""]","[""/to rinse one's mouth with water/to gargle/"",""/variant of 漱[shu4]/""]"
荫,2,"[""yìn"",""yìn""]","[""/variant of 蔭|荫[yin4], shade/"",""/shade/""]"
线,2,"[""xiàn"",""xiàn""]","[""/variant of 線|线[xian4]/"",""/thread/string/wire/line/CL:條|条[tiao2],股[gu3],根[gen1]/(after a number) tier (unofficial ranking of a Chinese city)/""]"
联系,2,"[""lián xì"",""lián xì""]","[""/variant of 聯繫|联系[lian2 xi4]/"",""/connection/contact/relation/to get in touch with/to integrate/to link/to touch/""]"
苹,2,"[""píng"",""píng""]","[""/(artemisia)/duckweed/"",""/apple/""]"
制,2,"[""zhì"",""zhì""]","[""/system/to control/to regulate/variant of 製|制[zhi4]/"",""/to manufacture/to make/""]"
夜,2,"[""yè"",""yè""]","[""/variant of 夜[ye4]/"",""/night/""]"
麻,2,"[""má"",""má""]","[""/variant of 麻[ma2]/hemp/"",""/surname Ma/generic name for hemp, flax etc/hemp or flax fiber for textile materials/sesame/CL:縷|缕[lu:3]/(of materials) rough or coarse/pocked/pitted/to have pins and needles or tingling/to feel numb/""]"
浅尝辄止,2,"[""qiǎn cháng zhé zhǐ"",""qiǎn cháng zhé zhǐ""]","[""/to dabble and stop (idiom); to dip into/to attempt half-heartedly/content with a smattering of knowledge/"",""/to dabble and stop (idiom); to dip into/to attempt half-heartedly/content with a smattering of knowledge/also written 淺嘗輒止|浅尝辄止/""]"
合,2,"[""hé"",""hé""]","[""/100 ml/one-tenth of a peck/measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗/to close/to join/to fit/to be equal to/whole/together/round (in battle)/conjunction (astronomy)/1st note of pentatonic scale/old variant of 盒[he2]/"",""/variant of 合[he2]/""]"
冲击,2,"[""chōng jí"",""chōng jí""]","[""/variant of 衝擊|冲击[chong1 ji1]/"",""/to attack/to batter/(of waves) to pound against/shock/impact/""]"
火炮,2,"[""huǒ pào"",""huǒ pào""]","[""/cannon/gun/artillery/"",""/cannon/gun/artillery/""]"
表,2,"[""biǎo"",""biǎo""]","[""/exterior surface/family relationship via females/to show (one's opinion)/a model/a table (listing information)/a form/a meter (measuring sth)/"",""/wrist or pocket watch/""]"
适,2,"[""shì"",""shì""]","[""/see 李适[Li3 Kuo4]/"",""/surname Shi/to fit/suitable/proper/just (now)/comfortable/well/to go/to follow or pursue/""]"
收获,2,"[""shōu huò"",""shōu huò""]","[""/variant of 收穫|收获[shou1 huo4]/"",""/to harvest/to reap/to gain/crop/harvest/profit/gain/bonus/reward/""]"
斋,2,"[""zhāi"",""zhāi""]","[""/old variant of 齋|斋[zhai1]/"",""/to fast or abstain from meat, wine etc/vegetarian diet/study room/building/to give alms (to a monk)/""]"
熙,2,"[""xī"",""xī""]","[""/variant of 熙[xi1]/"",""/(used in names)/(bound form) (literary) bright/prosperous/splendid/genial/""]"
激荡,2,"[""jī dàng"",""jī dàng""]","[""/to rage/to dash/to surge/"",""/to rage/to dash/to surge/also written 激盪|激荡/""]"
复习,2,"[""fù xí"",""fù xí""]","[""/to review/revision/CL:次[ci4]/"",""/variant of 復習|复习[fu4 xi2]/""]"
棉签,2,"[""mián qiān"",""mián qiān""]","[""/variant of 棉籤|棉签[mian2 qian1]/cotton swab/"",""/cotton swab/""]"
尽量,2,"[""jǐn liàng"",""jǐn liàng""]","[""/as much as possible/to the greatest extent/"",""/as much as possible/to the greatest extent/""]"
复合,2,"[""fù hé"",""fù hé""]","[""/(of people who were estranged) to be reconciled/(of a couple) to get back together/"",""/complex/compound/composite/hybrid/""]"
分布图,2,"[""fēn bù tú"",""fēn bù tú""]","[""/scatter diagram/distribution chart/histogram/"",""/scatter diagram/distribution chart/histogram/""]"
哺,2,"[""bǔ"",""bǔ""]","[""/to feed/"",""/to eat/evening meal/see 餔子|哺子[bu4 zi5]/""]"
炕,2,"[""kàng"",""kàng""]","[""/old variant of 炕[kang4]/"",""/kang (a heatable brick bed)/to bake/to dry by the heat of a fire/""]"
拿破仑,2,"[""ná pò lún"",""ná pò lún""]","[""/variant of 拿破崙|拿破仑[Na2 po4 lun2]/"",""/Napoleon (name)/Napoleon Bonaparte (1769-1821), Emperor of France 1804-1815/""]"
草,2,"[""cǎo"",""cǎo""]","[""/variant of 草[cao3]/"",""/grass/straw/manuscript/draft (of a document)/careless/rough/CL:棵[ke1],撮[zuo3],株[zhu1],根[gen1]/variant of 肏[cao4]/""]"
钩,2,"[""gōu"",""gōu""]","[""/variant of 鉤|钩[gou1]/"",""/to hook/to sew/to crochet/hook/check mark or tick/window catch/""]"
发布会,2,"[""fā bù hùi"",""fā bù hùi""]","[""/news conference/briefing/"",""/news conference/briefing/""]"
碌,2,"[""lù"",""lù""]","[""/see 碌碡[liu4 zhou5]/(bound form used in 忙碌[mang2 lu4], 勞碌|劳碌[lao2 lu4], 庸碌[yong1 lu4] etc)/"",""/variant of 碌[liu4]/""]"
刮,2,"[""guā"",""guā""]","[""/to scrape/to blow/to shave/to plunder/to extort/"",""/to blow (of the wind)/""]"
哲,2,"[""zhé"",""zhé""]","[""/wise/a sage/"",""/(used in given names)/variant of 哲[zhe2]/""]"
驮,2,"[""tuó"",""tuó""]","[""/variant of 馱|驮[tuo2]/"",""/load carried by a pack animal/to carry on one's back/""]"
扣,2,"[""kòu"",""kòu""]","[""/to fasten/to button/button/buckle/knot/to arrest/to confiscate/to deduct (money)/discount/to knock/to smash, spike or dunk (a ball)/to cover (with a bowl etc)/(fig.) to tag a label on sb/(Tw) (loanword) code/"",""/button/""]"
反复,2,"[""fǎn fù"",""fǎn fù""]","[""/variant of 反覆|反复[fan3 fu4]/"",""/repeatedly/over and over/to upend/unstable/to come and go/(of an illness) to return/""]"
姊,2,"[""zǐ"",""zǐ""]","[""/old variant of 姊[zi3]/"",""/older sister/Taiwan pr. [jie3]/""]"
绣,2,"[""xìu"",""xìu""]","[""/variant of 繡|绣[xiu4]/"",""/to embroider/embroidery/""]"
睹,2,"[""dǔ"",""dǔ""]","[""/to observe/to see/"",""/old variant of 睹[du3]/""]"
鳌,2,"[""áo"",""áo""]","[""/mythological sea turtle/"",""/variant of 鰲|鳌[ao2]/""]"
宴,2,"[""yàn"",""yàn""]","[""/(bound form) feast/repose/"",""/variant of 宴[yan4]/""]"
扛,2,"[""káng"",""káng""]","[""/to raise aloft with both hands/(of two or more people) to carry sth together/to carry on one's shoulder/(fig.) to take on (a burden, duty etc)/"",""/old variant of 扛[gang1]/""]"
绷,2,"[""bēng"",""bēng""]","[""/variant of 繃|绷[beng1]/variant of 繃|绷[beng3]/"",""/to draw tight/to stretch taut/to tack (with thread or pin)/embroidery hoop/woven bed mat/to have a taut face/""]"
散,2,"[""sàn"",""sàn""]","[""/variant of 散[san4]/"",""/scattered/loose/to come loose/to fall apart/leisurely/powdered medicine/to scatter/to break up (a meeting etc)/to disperse/to disseminate/to dispel/(coll.) to sack/""]"
岛,2,"[""dǎo"",""dǎo""]","[""/variant of 島|岛[dao3]/"",""/island/CL:個|个[ge4],座[zuo4]/""]"
夹,2,"[""jiā"",""jiā""]","[""/to press from either side/to place in between/to sandwich/to carry sth under armpit/wedged between/between/to intersperse/to mix/to mingle/clip/folder/Taiwan pr. [jia2]/double-layered/lined (garment)/Taiwan pr. used in 夾生|夹生[jia1 sheng1] and 夾竹桃|夹竹桃[jia1 zhu2 tao2]/"",""/variant of 夾|夹[jia2]/""]"
冤,2,"[""yuān"",""yuān""]","[""/injustice/grievance/wrong/"",""/old variant of 冤[yuan1]/""]"
狸,2,"[""lí"",""lí""]","[""/raccoon dog/fox-like animal/"",""/variant of 狸[li2]/""]"
验,2,"[""yàn"",""yàn""]","[""/variant of 驗|验[yan4]/"",""/to examine/to test/to check/""]"
谱系,2,"[""pǔ xì"",""pǔ xì""]","[""/variant of 譜系|谱系[pu3 xi4]/"",""/pedigree/""]"
凶,2,"[""xiōng"",""xiōng""]","[""/terrible/fearful/"",""/vicious/fierce/ominous/inauspicious/famine/variant of 兇|凶[xiong1]/""]"
因,2,"[""yīn"",""yīn""]","[""/old variant of 因[yin1]/"",""/cause/reason/because/""]"
胶卷,2,"[""xiáo juàn"",""xiáo juàn""]","[""/film/roll of film/also written 膠捲|胶卷/"",""/film/roll of film/""]"
蝶,2,"[""dié"",""dié""]","[""/variant of 蝶[die2]/"",""/butterfly/CL:隻|只[zhi1]/""]"
钵,2,"[""bō"",""bō""]","[""/small earthenware plate or basin/a monk's alms bowl/Sanskrit paatra/"",""/variant of 缽|钵[bo1]/""]"
颜,2,"[""yán"",""yán""]","[""/surname Yan/color/face/countenance/"",""/Japanese variant of 顏|颜[yan2]/""]"
家,2,"[""jiā"",""jiā""]","[""/see 傢伙|家伙[jia1 huo5]/"",""/home/family/(polite) my (sister, uncle etc)/classifier for families or businesses/refers to the philosophical schools of pre-Han China/noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian/CL:個|个[ge4]/""]"
寝,2,"[""qǐn"",""qǐn""]","[""/old variant of 寢|寝[qin3]/"",""/to lie down/""]"
团,2,"[""tuán"",""tuán""]","[""/round/lump/ball/to roll into a ball/to gather/regiment/group/society/classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)/"",""/dumpling/""]"
怎么了,2,"[""zěn yāo le"",""zěn yāo le""]","[""/What's up?/What's going on?/What happened?/"",""/variant of 怎麼了|怎么了[zen3 me5 le5]/""]"
馈,2,"[""kùi"",""kùi""]","[""/to make an offering to the gods/variant of 饋|馈[kui4]/"",""/food/to make a present/""]"
慑,2,"[""shè"",""shè""]","[""/terrified/"",""/afraid/be feared/to fear/to frighten/to intimidate/""]"
勤,2,"[""qín"",""qín""]","[""/diligent/industrious/hardworking/frequent/regular/constant/"",""/variant of 勤[qin2]/industrious/solicitous/""]"
妒,2,"[""dù"",""dù""]","[""/to envy (success, talent)/jealous/"",""/variant of 妒[du4]/""]"
症,2,"[""zhèng"",""zhèng""]","[""/disease/illness/"",""/abdominal tumor/bowel obstruction/(fig.) sticking point/""]"
糊口,2,"[""hú kǒu"",""hú kǒu""]","[""/to scrape a meager living/to get by with difficulty/"",""/variant of 糊口[hu2 kou3]/""]"
端,2,"[""duān"",""duān""]","[""/end/extremity/item/port/to hold sth level with both hands/to carry/regular/"",""/old variant of 端[duan1]/start/origin/""]"
宿,2,"[""sù"",""sù""]","[""/old variant of 宿[su4]/"",""/surname Su/lodge for the night/old/former/night/classifier for nights/constellation/""]"
重复,2,"[""zhòng fù"",""zhòng fù""]","[""/to repeat/to duplicate/CL:個|个[ge4]/"",""/variant of 重複|重复[chong2 fu4]/""]"
戏,2,"[""xì"",""xì""]","[""/variant of 戲|戏[xi4]/"",""/trick/drama/play/show/CL:齣|出[chu1],場|场[chang3],臺|台[tai2]/""]"
冗,2,"[""rǒng"",""rǒng""]","[""/extraneous/redundant/superfluous/busy schedule/"",""/variant of 冗[rong3]/""]"
柏,2,"[""bǎi"",""bǎi""]","[""/surname Bai/Taiwan pr. [Bo2]/cedar/cypress/Taiwan pr. [bo2]/(used for transcribing names)/variant of 檗[bo4]/"",""/variant of 柏[bai3]/""]"
跺,2,"[""duò"",""duò""]","[""/variant of 跺[duo4]/"",""/to stamp one's feet/""]"
夭,2,"[""yāo"",""yāo""]","[""/tender/gentle/to die prematurely/"",""/variant of 夭[yao1]/to die young/to die prematurely/Taiwan pr. [yao3]/""]"
悲叹,2,"[""bēi tàn"",""bēi tàn""]","[""/to bewail/to sigh mournfully/to lament/"",""/to bewail/to sigh mournfully/to lament/""]"
函,2,"[""hán"",""hán""]","[""/envelope/case/letter/"",""/variant of 函[han2]/""]"
岭,2,"[""líng"",""líng""]","[""/used only in 岭巆[ling2 ying2]/"",""/mountain range/mountain ridge/""]"
膝,2,"[""xī"",""xī""]","[""/old variant of 膝[xi1]/"",""/knee/""]"
撅,2,"[""juē"",""juē""]","[""/(dialect) to abuse (verbally)/variant of 撅[jue1]/to pout/"",""/to protrude/to stick out/to pout (also written 噘)/to embarrass (people)/""]"
毗,2,"[""pí"",""pí""]","[""/to adjoin/to border on/"",""/variant of 毗[pi2]/""]"
谪,2,"[""zhé"",""zhé""]","[""/to relegate a high official to a minor post in an outlying region (punishment in imperial China)/to banish or exile/(of immortals) to banish from Heaven/to censure/to blame/"",""/variant of 謫|谪[zhe2]/""]"
踊,2,"[""yǒng"",""yǒng""]","[""/leap/"",""/leap/""]"
吊唁,2,"[""diào yàn"",""diào yàn""]","[""/to offer condolences (for the deceased)/to condole/"",""/variant of 吊唁[diao4 yan4]/""]"
松滋,2,"[""sōng zī"",""sōng zī""]","[""/Songzi county (Hubei)/"",""/Songzi county level city in Jingzhou 荊州|荆州[Jing1 zhou1], Hubei/""]"
亡,2,"[""wáng"",""wáng""]","[""/to die/to lose/to be gone/to flee/deceased/"",""/old variant of 亡[wang2]/""]"
个,2,"[""gè"",""gè""]","[""/individual/this/that/size/classifier for people or objects in general/"",""/variant of 個|个[ge4]/""]"
肇,2,"[""zhào"",""zhào""]","[""/at first/devise/originate/"",""/the start/the origin/""]"
砧,2,"[""zhēn"",""zhēn""]","[""/anvil/"",""/variant of 砧[zhen1]/""]"
凳,2,"[""dèng"",""dèng""]","[""/bench/stool/"",""/variant of 凳[deng4]/""]"
台风,2,"[""tái fēng"",""tái fēng""]","[""/stage presence, poise/"",""/hurricane/typhoon/""]"
蒙在鼓里,2,"[""méng zài gǔ lǐ"",""méng zài gǔ lǐ""]","[""/variant of 蒙在鼓裡|蒙在鼓里[meng2 zai4 gu3 li3]/"",""/lit. kept inside a drum (idiom)/fig. completely in the dark/""]"
槁,2,"[""gǎo"",""gǎo""]","[""/variant of 槁[gao3]/dried up/"",""/dried up (wood)/dead tree/""]"
叶,2,"[""yè"",""yè""]","[""/to be in harmony/"",""/surname Ye/leaf/page/lobe/(historical) period/classifier for small boats/""]"
恍,2,"[""huǎng"",""huǎng""]","[""/variant of 恍[huang3]/"",""/disappointed/flurried/indistinct/""]"
绁,2,"[""xiè"",""xiè""]","[""/to tie/to bind/to hold on a leash/rope/cord/"",""/variant of 紲|绁[xie4]/""]"
阶,2,"[""jiē"",""jiē""]","[""/variant of 階|阶[jie1]/"",""/rank or step/stairs/""]"
涩,2,"[""sè"",""sè""]","[""/astringent/tart/acerbity/unsmooth/rough (surface)/hard to understand/obscure/"",""/old variant of 澀|涩[se4]/""]"
睿,2,"[""rùi"",""rùi""]","[""/variant of 睿[rui4]/"",""/astute/perspicacious/farsighted/""]"
周报,2,"[""zhōu bào"",""zhōu bào""]","[""/weekly publication/"",""/weekly publication/""]"
腌,2,"[""yān"",""yān""]","[""/variant of 醃|腌[yan1]/"",""/to salt/to pickle/to cure (meat)/to marinate/""]"
溯,2,"[""sù"",""sù""]","[""/to go upstream/to trace the source/"",""/variant of 溯[su4]/""]"
困,2,"[""kùn"",""kùn""]","[""/to trap/to surround/hard-pressed/stranded/destitute/"",""/sleepy/tired/""]"
纤,2,"[""xiān"",""xiān""]","[""/boatman's tow-rope/"",""/fine/delicate/minute/""]"
恪,2,"[""kè"",""kè""]","[""/surname Ke/respectful/scrupulous/"",""/variant of 恪[ke4]/""]"
举,2,"[""jǔ"",""jǔ""]","[""/variant of 舉|举[ju3]/"",""/to lift/to hold up/to cite/to enumerate/to act/to raise/to choose/to elect/act/move/deed/""]"
考,2,"[""kǎo"",""kǎo""]","[""/to beat/to hit/variant of 考[kao3]/to inspect/to test/to take an exam/"",""/to check/to verify/to test/to examine/to take an exam/to take an entrance exam for/deceased father/""]"
修,2,"[""xīu"",""xīu""]","[""/surname Xiu/to decorate/to embellish/to repair/to build/to write/to cultivate/to study/to take (a class)/"",""/dried meat/private teacher's remuneration/withered/variant of 修[xiu1]/""]"
䴙,2,"[""pì"",""pì""]","[""/see 鷿鷈|䴙䴘[pi4 ti1]/"",""/variant of 鷿|䴙[pi4]/""]"
躬,2,"[""gōng"",""gōng""]","[""/body/oneself/personally/to bow/"",""/old variant of 躬[gong1]/""]"
翅,2,"[""chì"",""chì""]","[""/variant of 翅[chi4]/"",""/wing/""]"
说,2,"[""shuō"",""shuō""]","[""/to persuade/to speak/to say/to explain/to scold/to tell off/a theory (typically the last character in a compound, as in 日心說|日心说 heliocentric theory)/"",""/variant of 說|说[shuo1]/""]"
坞,2,"[""wù"",""wù""]","[""/dock/low wall/"",""/variant of 塢|坞[wu4]/""]"
旋子,2,"[""xuán zǐ"",""xuán zǐ""]","[""/torsor (math.)/whirlwind somersault (in gymnastics or martial arts)/"",""/large metal plate for making bean curd/metal pot for warming wine/""]"
瞅,2,"[""chǒu"",""chǒu""]","[""/(dialect) to look at/"",""/old variant of 瞅[chou3]/""]"
瓶,2,"[""píng"",""píng""]","[""/bottle/vase/pitcher/CL:個|个[ge4]/classifier for wine and liquids/"",""/variant of 瓶[ping2]/""]"
凌蒙初,2,"[""líng méng chū"",""líng méng chū""]","[""/Ling Mengchu (1580-1644), Ming dynasty novelist and dramatist/also written 凌蒙初[Ling2 Meng2 chu1]/"",""/Ling Mengchu (1580-1644), Ming dynasty novelist and dramatist/also written 凌濛初|凌蒙初[Ling2 Meng2 chu1]/""]"
辟,2,"[""pì"",""pì""]","[""/king/monarch/to enlist/to repel/to avoid/law/variant of 闢|辟[pi4]/"",""/to open (a door)/to open up (for development)/to dispel/to refute/to repudiate/""]"
谷,2,"[""gǔ"",""gǔ""]","[""/grain/corn/"",""/surname Gu/valley/""]"
帚,2,"[""zhǒu"",""zhǒu""]","[""/broom/"",""/variant of 帚[zhou3]/""]"
榜,2,"[""bǎng"",""bǎng""]","[""/notice or announcement/list of names/public roll of successful examinees/"",""/variant of 榜[bang3]/""]"
广,2,"[""guǎng"",""guǎng""]","[""/\""house on a cliff\"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc/"",""/surname Guang/wide/numerous/to spread/""]"
驼,2,"[""tuó"",""tuó""]","[""/hump or hunchbacked/camel/"",""/variant of 駝|驼[tuo2]/""]"
偷闲,2,"[""tōu xián"",""tōu xián""]","[""/to snatch a moment of leisure/to take a break from work/also written 偷閒|偷闲[tou1 xian2]/"",""/to snatch a moment of leisure/to take a break from work/""]"
晃,2,"[""huǎng"",""huǎng""]","[""/variant of 晃[huang3]/"",""/to dazzle/to flash past/to sway/to shake/to wander about/""]"
确,2,"[""què"",""què""]","[""/variant of 確|确[que4]/variant of 埆[que4]/"",""/authenticated/solid/firm/real/true/""]"
保准,2,"[""bǎo zhǔn"",""bǎo zhǔn""]","[""/to guarantee/reliable/for sure/"",""/variant of 保准[bao3 zhun3]/""]"
须,2,"[""xū"",""xū""]","[""/must/to have to/to wait/"",""/beard/mustache/feeler (of an insect etc)/tassel/""]"
址,2,"[""zhǐ"",""zhǐ""]","[""/location/site/foundation of a building/"",""/foundation of a building (variant of 址[zhi3])/islet (variant of 沚[zhi3])/""]"
书札,2,"[""shū zhá"",""shū zhá""]","[""/letter/also written 書札|书札/"",""/letter/""]"
匹,2,"[""pǐ"",""pǐ""]","[""/mate/one of a pair/classifier for horses, mules etc/Taiwan pr. [pi1]/ordinary person/classifier for cloth: bolt/horsepower/"",""/variant of 匹[pi3]/classifier for cloth: bolt/""]"
不锈钢,2,"[""bù xìu gāng"",""bù xìu gāng""]","[""/stainless steel/"",""/stainless steel/""]"
舍下,2,"[""shè xià"",""shè xià""]","[""/to abandon/to lay down/"",""/my humble home/""]"
妇,2,"[""fù"",""fù""]","[""/woman/"",""/old variant of 婦|妇[fu4]/""]"
乘,2,"[""chéng"",""chéng""]","[""/surname Cheng/to ride/to mount/to make use of/to avail oneself of/to take advantage of/to multiply (math.)/Buddhist sect or creed/four horse military chariot (archaic)/four (archaic)/generic term for history books/"",""/old variant of 乘[cheng2]/""]"
致,2,"[""zhì"",""zhì""]","[""/(bound form) fine/delicate/"",""/to send/to devote/to deliver/to cause/to convey/""]"
蠕,2,"[""rú"",""rú""]","[""/variant of 蠕[ru2]/"",""/to squirm/to wiggle/to wriggle/Taiwan pr. [ruan3]/""]"
鹰雕,2,"[""yīng diāo"",""yīng diāo""]","[""/variant of 鷹鵰|鹰雕[ying1 diao1]/"",""/(bird species of China) mountain hawk-eagle (Nisaetus nipalensis)/aka Hodgson's hawk-eagle/""]"
焚毁,2,"[""fén hǔi"",""fén hǔi""]","[""/to burn down/to destroy with fire/"",""/to burn down/to destroy with fire/trad. also written 焚毀/""]"
折,2,"[""zhé"",""zhé""]","[""/to break (e.g. stick or bone)/a loss/to turn sth over/to turn upside down/to tip sth out (of a container)/to break/to fracture/to snap/to suffer loss/to bend/to twist/to turn/to change direction/convinced/to convert into (currency)/discount/rebate/tenth (in price)/classifier for theatrical scenes/to fold/accounts book/"",""/variant of 折[zhe2]/to fold/""]"
当,2,"[""dāng"",""dāng""]","[""/(onom.) dong/ding dong (bell)/"",""/to be/to act as/manage/withstand/when/during/ought/should/match equally/equal/same/obstruct/just at (a time or place)/on the spot/right/just at/at or in the very same.../suitable/adequate/fitting/proper/to replace/to regard as/to think/to pawn/(coll.) to fail (a student)/""]"
尸,2,"[""shī"",""shī""]","[""/person representing the dead (during burial ceremonies)/to put a corpse on display (after execution)/variant of 屍|尸[shi1]/corpse/"",""/corpse/""]"
膻,2,"[""dàn"",""dàn""]","[""/a flock of sheep (or goats)/old variant of 膻[shan1]/old variant of 羶[shan1]/"",""/rank odor (of sheep or goats)/""]"
悴,2,"[""cùi"",""cùi""]","[""/haggard/sad/downcast/distressed/"",""/variant of 悴[cui4]/""]"
娴,2,"[""xián"",""xián""]","[""/variant of 嫻|娴[xian2]/"",""/elegant/refined/to be skilled at/""]"
尽,2,"[""jǐn"",""jǐn""]","[""/to the greatest extent/(when used before a noun of location) furthest or extreme/to be within the limits of/to give priority to/"",""/to use up/to exhaust/to end/to finish/to the utmost/exhausted/finished/to the limit (of sth)/all/entirely/""]"
额,2,"[""é"",""é""]","[""/variant of 額|额[e2]/"",""/forehead/horizontal tablet or inscribed board/specified number or amount/""]"
面肥,2,"[""miàn féi"",""miàn féi""]","[""/topdressing (agriculture)/"",""/leaven/sourdough/""]"
峨,2,"[""é"",""é""]","[""/lofty/name of a mountain/"",""/variant of 峨[e2]/""]"
襁,2,"[""jiǎng"",""jiǎng""]","[""/string of copper coins/variant of 襁[qiang3]/"",""/cloth for carrying baby on back/""]"
婪,2,"[""lán"",""lán""]","[""/avaricious/"",""/old variant of 婪[lan2]/""]"
胁,2,"[""xié"",""xié""]","[""/flank (the side of one's torso)/to coerce/to threaten/"",""/variant of 脅|胁[xie2]/""]"
